Time,Velocity,Flow_meters,Flow_liters
1000,2.679,318.295,5304.92
1005,2.554,303.433,5057.22
1010,2.566,304.919,5081.98
1015,2.587,307.445,5124.08
1020,2.635,313.096,5218.27
1025,2.625,311.901,5198.35
1030,2.567,305.048,5084.13
1035,2.546,302.555,5042.58
1040,2.582,306.75,5112.50
1045,2.567,304.969,5082.82
1050,2.554,303.438,5057.30
1055,2.616,310.797,5179.95
1060,2.683,318.756,5312.60
1065,2.667,316.853,5280.88
1070,2.663,316.378,5272.97
1075,2.699,320.728,5345.47
1080,2.644,314.179,5236.32
1085,2.611,310.289,5171.48
1090,2.599,308.77,5146.17
1095,2.592,308.017,5133.62
1100,2.606,309.695,5161.58
1105,2.531,300.792,5013.20
1110,2.601,309.061,5151.02
1115,2.637,313.36,5222.67
1120,2.65,314.919,5248.65
1125,2.627,312.152,5202.53
1130,2.65,314.864,5247.73
1135,2.558,303.911,5065.18
1140,2.591,307.859,5130.98
1145,2.518,299.214,4986.90
1150,2.522,299.628,4993.80
1155,2.531,300.71,5011.83
1160,2.596,308.458,5140.97
1165,2.606,309.651,5160.85
1170,2.605,309.588,5159.80
1175,2.57,305.43,5090.50
1180,2.61,310.09,5168.17
1185,2.552,303.276,5054.60
1190,2.579,306.423,5107.05
1195,2.526,300.134,5002.23
1200,2.553,303.306,5055.10
1205,2.574,305.859,5097.65
1210,2.525,299.973,4999.55
1215,2.595,308.403,5140.05
1220,2.62,311.366,5189.43
1225,2.618,311.133,5185.55
1230,2.595,308.401,5140.02
1235,2.583,306.883,5114.72
1240,2.606,309.674,5161.23
1245,2.58,306.614,5110.23
1250,2.559,304.019,5066.98
1255,2.644,314.2,5236.67
1260,2.623,311.633,5193.88
1265,2.595,308.29,5138.17
1270,2.624,311.768,5196.13
1275,2.592,308.044,5134.07
1280,2.633,312.868,5214.47
1285,2.632,312.687,5211.45
1290,2.6,308.897,5148.28
1295,2.56,304.134,5068.90
1300,2.548,302.783,5046.38
1305,2.531,300.701,5011.68
1310,2.601,309.04,5150.67
1315,2.607,309.73,5162.17
1320,2.592,308.015,5133.58
